City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Lebu,CL,2021-04-19 02:39:56,-37.6167,-73.65,55.44,88,59,10.56
296,Labrea,BR,2021-04-19 02:39:57,-7.2586,-64.7981,72.9,95,100,2.51
297,Jinchang,CN,2021-04-19 02:39:57,38.4953,102.1739,56.46,26,100,4.27
298,Pirovskoye,RU,2021-04-19 02:39:58,57.6267,92.2658,34.74,96,100,9.4
299,Vermilion,US,2021-04-19 02:39:58,40.1667,-87.7506,51.8,54,1,5.46
300,Tiksi,RU,2021-04-19 02:37:00,71.6872,128.8694,12.16,81,94,11.65
301,Nanton,CA,2021-04-19 02:39:59,50.3501,-113.7687,28.4,86,100,12.66
302,Pingzhuang,CN,2021-04-19 02:39:59,42.0372,119.2889,69.87,16,68,15.5
303,Dogondoutchi,NE,2021-04-19 02:40:00,13.6393,4.0287,86.5,31,66,6.55
304,Kutum,SD,2021-04-19 02:40:00,14.2,24.6667,68.43,10,55,2.35
305,Clyde River,CA,2021-04-19 02:40:01,70.4692,-68.5914,-0.4,85,75,12.66
306,Bartica,GY,2021-04-19 02:40:01,6.4,-58.6167,73.4,94,20,4.61
307,Sabha,LY,2021-04-19 02:40:02,27.0377,14.4283,67.66,52,0,13.06
308,Kalawit,PH,2021-04-19 02:40:02,8.0667,122.5167,81.95,79,100,14.41
309,Praxedis Guerrero,MX,2021-04-19 02:40:03,31.3667,-106.0167,57.0,43,75,18.41
310,Bethanien,NA,2021-04-19 02:40:03,-26.502,17.1583,67.19,49,16,4.16
311,Muisne,EC,2021-04-19 02:40:03,0.6,-80.0333,76.03,83,56,0.65
312,Tucurui,BR,2021-04-19 02:40:04,-3.7661,-49.6725,72.27,98,92,3.18
313,Praia,CV,2021-04-19 02:36:18,14.9215,-23.5087,69.8,78,20,10.36
314,Blyth,GB,2021-04-19 02:40:05,55.1271,-1.5086,37.99,93,31,1.14
315,Keti Bandar,PK,2021-04-19 02:40:05,24.1447,67.4497,82.27,64,98,12.91
316,Porterville,US,2021-04-19 02:35:15,36.0652,-119.0168,82.4,17,1,6.91
317,Vila Franca Do Campo,PT,2021-04-19 02:40:06,37.7167,-25.4333,59.0,88,20,6.91
318,Oussouye,SN,2021-04-19 02:40:06,12.485,-16.5469,72.79,73,52,4.74
319,Kindia,GN,2021-04-19 02:40:06,10.0569,-12.8658,73.71,83,54,1.74
320,Sistranda,NO,2021-04-19 02:40:07,63.7256,8.834,41.0,87,0,9.22
321,Micheweni,TZ,2021-04-19 02:40:07,-4.9667,39.8333,75.52,94,100,8.05
322,Joao Pinheiro,BR,2021-04-19 02:40:08,-17.7425,-46.1725,65.01,80,36,4.38
323,Inirida,CO,2021-04-19 02:40:08,3.8653,-67.9239,73.13,97,100,2.71
324,Mangochi,MW,2021-04-19 02:40:09,-14.4782,35.2645,62.26,93,37,5.75
325,Ostrovnoy,RU,2021-04-19 02:40:09,68.0531,39.5131,29.82,83,100,19.15
326,Babynino,RU,2021-04-19 02:40:10,54.39,35.73,41.0,93,98,4.47
327,Bilma,NE,2021-04-19 02:38:41,18.6853,12.9164,83.48,7,94,6.91
328,Eureka,US,2021-04-19 02:35:49,40.8021,-124.1637,51.01,86,72,1.01
329,Alice Springs,AU,2021-04-19 02:38:54,-23.7,133.8833,73.99,24,0,9.22
330,Nantucket,US,2021-04-19 02:40:11,41.2835,-70.0995,46.4,81,40,11.5
331,Catarama,EC,2021-04-19 02:40:11,-1.5833,-79.4667,75.2,95,100,2.51
332,Union,US,2021-04-19 02:39:02,40.6334,-74.2663,57.2,41,75,3.44
333,Half Moon Bay,US,2021-04-19 02:36:32,37.4636,-122.4286,66.2,93,90,6.91
334,Mercedes,AR,2021-04-19 02:40:12,-34.6515,-59.4307,64.0,94,23,5.01
335,Shingu,JP,2021-04-19 02:38:43,33.7333,135.9833,62.6,45,20,16.11
336,Ilo,PE,2021-04-19 02:40:13,-17.6394,-71.3375,66.36,82,7,4.03
337,Poroshkovo,UA,2021-04-19 02:40:13,48.6683,22.7533,45.0,73,100,2.39
338,Nalbari,IN,2021-04-19 02:40:14,26.4456,91.4354,68.0,88,40,4.61
339,Tigil,RU,2021-04-19 02:40:14,57.8,158.6667,33.82,100,99,8.05
340,Eslamshahr,IR,2021-04-19 02:40:15,35.5605,51.2346,64.4,25,75,2.21
341,Talnakh,RU,2021-04-19 02:40:15,69.4865,88.3972,-1.68,87,60,4.23
342,Camana,PE,2021-04-19 02:40:16,-16.6228,-72.7111,68.18,83,0,6.33
343,Norman Wells,CA,2021-04-19 02:36:17,65.282,-126.8329,44.6,49,1,10.36
344,Zamania,IN,2021-04-19 02:40:16,25.4333,83.5667,92.64,13,0,10.25
345,Kahului,US,2021-04-19 02:40:17,20.8947,-156.47,80.6,65,20,24.16
346,Pontianak,ID,2021-04-19 02:37:58,-0.0333,109.3333,82.4,83,40,4.61
347,College,US,2021-04-19 02:40:17,64.8569,-147.8028,57.2,37,1,4.61
348,Harper,LR,2021-04-19 02:40:18,4.375,-7.7169,80.24,81,100,5.84
349,Kysyl-Syr,RU,2021-04-19 02:40:18,63.8986,122.7617,18.9,80,100,6.8
350,Vardo,NO,2021-04-19 02:40:19,70.3705,31.1107,37.4,56,0,4.61
351,Sola,VU,2021-04-19 02:40:19,-13.8833,167.55,82.87,74,23,9.44
352,Pokrovsk,UA,2021-04-19 02:40:20,48.282,37.1758,44.26,83,92,4.9
353,San Ramon,US,2021-04-19 02:40:20,37.7799,-121.978,75.2,19,1,11.5
354,Spartanburg,US,2021-04-19 02:40:21,34.9496,-81.9321,60.01,62,1,1.74
355,Zhigalovo,RU,2021-04-19 02:40:21,54.8097,105.1578,38.35,52,49,10.74
356,Roebourne,AU,2021-04-19 02:37:17,-20.7833,117.1333,85.95,45,0,4.36
357,Supe,PE,2021-04-19 02:40:22,-10.8,-77.7333,68.07,83,77,5.97
358,Balkhash,KZ,2021-04-19 02:40:22,46.844,74.9804,62.6,36,40,15.66
359,Komsomolskiy,UZ,2021-04-19 02:40:23,40.4272,71.7189,53.6,66,44,4.61
360,Bontang,ID,2021-04-19 02:40:23,0.1333,117.5,81.9,73,100,8.05
361,Sattahip,TH,2021-04-19 02:40:23,12.6664,100.9007,93.0,70,20,6.91
362,Macamic,CA,2021-04-19 02:40:24,48.7502,-78.9996,35.6,64,1,0.76
363,Saint Anthony,US,2021-04-19 02:40:24,45.0205,-93.218,45.0,65,90,11.5
364,Yenagoa,NG,2021-04-19 02:40:25,4.9247,6.2642,75.18,91,86,2.53
365,Asau,RO,2021-04-19 02:40:25,46.4333,26.4,41.0,67,100,0.2
366,Rock Sound,BS,2021-04-19 02:40:26,24.9,-76.2,77.36,85,99,12.57
367,Sao Joao Do Piaui,BR,2021-04-19 02:40:26,-8.3581,-42.2467,72.36,87,100,1.23
368,Kant,IN,2021-04-19 02:40:26,27.8,79.8,88.63,20,6,13.24
369,Adamas,GR,2021-04-19 02:40:27,36.7333,24.4333,62.6,94,98,10.36
370,Vicuna,CL,2021-04-19 02:40:27,-30.0319,-70.7081,57.2,82,90,2.3
371,Rio Gallegos,AR,2021-04-19 02:40:28,-51.6226,-69.2181,50.0,66,0,5.75
372,Necochea,AR,2021-04-19 02:40:28,-38.5473,-58.7368,64.65,87,76,12.75
373,Ornskoldsvik,SE,2021-04-19 02:40:29,63.2909,18.7153,24.8,100,10,3.44
374,Marawi,PH,2021-04-19 02:40:29,7.9986,124.2928,84.99,66,100,4.0
375,Puerto Del Rosario,ES,2021-04-19 02:40:29,28.5004,-13.8627,64.4,72,75,13.8
376,Yoichi,JP,2021-04-19 02:40:30,43.2039,140.7703,50.0,76,75,11.5
377,Penzance,GB,2021-04-19 02:36:02,50.1186,-5.5371,46.0,87,20,8.05
378,Ambilobe,MG,2021-04-19 02:40:30,-13.2,49.05,72.19,88,9,3.02
379,Vestmannaeyjar,IS,2021-04-19 02:40:31,63.4427,-20.2734,39.02,60,98,17.94
380,Mana,GF,2021-04-19 02:40:31,5.6592,-53.7767,76.6,84,79,8.21
381,Okha,RU,2021-04-19 02:40:32,53.5739,142.9478,30.85,97,100,24.85
382,Berlevag,NO,2021-04-19 02:40:32,70.8578,29.0864,37.4,60,0,14.97
383,Lavrentiya,RU,2021-04-19 02:40:32,65.5833,-171.0,32.4,87,88,5.28
384,Nanortalik,GL,2021-04-19 02:40:33,60.1432,-45.2371,29.64,52,43,6.26
385,Te Anau,NZ,2021-04-19 02:40:33,-45.4167,167.7167,55.36,79,93,7.27
386,Oktyabrskoye,RU,2021-04-19 02:40:34,43.0645,44.7417,48.2,93,88,6.71
387,Vieste,IT,2021-04-19 02:40:34,41.8825,16.175,46.4,100,75,4.61
388,Shache,CN,2021-04-19 02:40:35,38.4167,77.2406,63.5,33,100,9.69
389,Lata,PT,2021-04-19 02:40:35,40.1629,-8.3327,59.0,90,100,1.21
390,Tabas,IR,2021-04-19 02:40:36,33.5959,56.9244,73.56,19,32,2.62
391,Salinas,US,2021-04-19 02:40:36,36.6777,-121.6555,59.0,67,1,12.66
392,Presidencia Roque Saenz Pena,AR,2021-04-19 02:40:36,-26.7852,-60.4388,71.01,86,0,1.99
393,Alta,NO,2021-04-19 02:40:37,69.9689,23.2717,28.99,74,39,2.3
394,Sterling,US,2021-04-19 02:40:37,39.0062,-77.4286,54.0,71,75,5.75
395,Ilulissat,GL,2021-04-19 02:40:38,69.2167,-51.1,12.2,57,44,9.22
396,Butka,RU,2021-04-19 02:40:38,56.7179,63.7866,26.28,40,0,8.39
397,Mahibadhoo,MV,2021-04-19 02:40:39,3.7833,72.9667,83.28,64,50,9.46
398,Yumen,CN,2021-04-19 02:40:39,40.2833,97.2,58.14,26,61,15.84
399,Yatou,CN,2021-04-19 02:40:40,37.15,122.3833,65.17,38,0,15.28
400,Dwarka,IN,2021-04-19 02:38:11,22.2394,68.9678,81.59,74,64,10.87
401,Nagapattinam,IN,2021-04-19 02:40:06,10.7667,79.8333,88.03,65,100,12.19
402,Eganville,CA,2021-04-19 02:40:40,45.5334,-77.0994,46.4,87,90,2.77
403,Maryville,US,2021-04-19 02:40:41,35.7565,-83.9705,59.0,47,40,3.44
404,Lorengau,PG,2021-04-19 02:40:41,-2.0226,147.2712,83.14,74,100,9.73
405,Matara,LK,2021-04-19 02:38:10,5.9485,80.5353,83.25,73,41,7.16
406,Buala,SB,2021-04-19 02:39:28,-8.145,159.5921,84.67,72,87,4.03
407,Qena,EG,2021-04-19 02:40:42,26.1615,32.7183,78.8,36,0,5.75
408,Oranjemund,NA,2021-04-19 02:40:43,-28.55,16.4333,63.86,74,49,5.59
409,Acaxochitlan,MX,2021-04-19 02:40:43,20.1667,-98.2,48.94,92,75,3.29
410,Henderson,US,2021-04-19 02:36:39,36.0397,-114.9819,75.2,7,1,4.61
411,Huangchuan,CN,2021-04-19 02:40:44,32.1272,115.0394,70.3,39,9,3.49
412,Araouane,ML,2021-04-19 02:40:44,18.9048,-3.5265,77.31,12,1,11.56
413,Karratha,AU,2021-04-19 02:38:21,-20.7377,116.8463,86.0,47,0,3.31
414,La Ronge,CA,2021-04-19 02:40:45,55.1001,-105.2842,33.8,37,100,9.22
415,Hami,CN,2021-04-19 02:37:40,42.8,93.45,66.51,20,70,14.94
416,Tambacounda,SN,2021-04-19 02:40:45,13.7539,-13.7586,91.4,19,0,4.61
417,Victoria Point,AU,2021-04-19 02:40:46,-27.5833,153.3,78.01,56,0,3.0
418,Katsuura,JP,2021-04-19 02:40:46,35.1333,140.3,66.2,36,0,14.97
419,Visby,SE,2021-04-19 02:40:46,57.6409,18.296,39.0,81,11,10.36
420,Mitchell,US,2021-04-19 02:40:47,43.7094,-98.0298,39.2,70,90,26.46
421,Mount Isa,AU,2021-04-19 02:40:47,-20.7333,139.5,86.0,26,5,12.66
422,Dingle,PH,2021-04-19 02:39:17,10.9995,122.6711,85.71,58,100,6.93
423,Cairns,AU,2021-04-19 02:36:11,-16.9167,145.7667,75.2,94,90,9.22
424,Hirara,JP,2021-04-19 02:39:13,24.8,125.2833,73.4,56,40,17.27
425,Czarnkow,PL,2021-04-19 02:40:49,52.9021,16.5641,46.99,87,75,4.61
426,Mount Gambier,AU,2021-04-19 02:40:49,-37.8333,140.7667,66.2,59,75,14.97
427,Kulynychi,UA,2021-04-19 02:40:49,49.9823,36.3842,41.0,100,75,4.47
428,Stephenville,US,2021-04-19 02:40:50,32.2207,-98.2023,54.0,54,1,4.41
429,Uniao,BR,2021-04-19 02:40:50,-4.5858,-42.8642,77.0,88,90,3.44
430,Gornozavodsk,RU,2021-04-19 02:40:51,58.3758,58.3211,28.11,46,2,0.81
431,Karlskrona,SE,2021-04-19 02:40:51,56.1616,15.5866,39.2,75,35,10.36
432,Vila Velha,BR,2021-04-19 02:40:52,-20.3297,-40.2925,77.0,83,40,9.22
433,Quatre Cocos,MU,2021-04-19 02:40:52,-20.2078,57.7625,78.8,83,75,11.5
434,Padang,ID,2021-04-19 02:40:53,-0.9492,100.3543,83.43,71,10,3.56
435,Christchurch,NZ,2021-04-19 02:40:53,-43.5333,172.6333,73.4,33,39,3.44
436,Gold Coast,AU,2021-04-19 02:40:53,-28.0,153.4333,75.99,50,40,8.05
437,Tagusao,PH,2021-04-19 02:40:54,9.1924,117.8141,84.07,71,100,15.17
438,Waingapu,ID,2021-04-19 02:36:21,-9.6567,120.2641,84.33,58,100,7.31
439,Zlitan,LY,2021-04-19 02:40:54,32.4674,14.5687,58.68,81,16,10.98
440,Mari-Turek,RU,2021-04-19 02:40:55,56.7895,49.6235,30.88,61,68,12.88
441,Sioux Lookout,CA,2021-04-19 02:40:55,50.1001,-91.917,28.4,74,90,11.5
442,Saint-Joseph,RE,2021-04-19 02:40:56,-21.3667,55.6167,75.2,83,90,12.66
443,Ust-Tsilma,RU,2021-04-19 02:40:56,65.441,52.1498,26.29,68,96,4.99
444,Pisco,PE,2021-04-19 02:38:39,-13.7,-76.2167,66.2,82,0,3.44
445,Saint-Ambroise,CA,2021-04-19 02:40:57,48.5501,-71.3324,46.0,75,100,4.61
446,Rawson,AR,2021-04-19 02:40:47,-43.3002,-65.1023,67.42,44,86,13.62
447,Shahreza,IR,2021-04-19 02:40:58,32.0339,51.8794,56.37,50,4,3.76
448,Aviles,ES,2021-04-19 02:40:58,43.5547,-5.9248,52.0,81,0,3.44
449,Ancud,CL,2021-04-19 02:40:58,-41.8697,-73.8203,57.2,100,90,14.97
450,Samarai,PG,2021-04-19 02:39:56,-10.6167,150.6667,84.07,74,59,12.08
451,Chicama,PE,2021-04-19 02:40:59,-7.8447,-79.1469,71.04,76,90,5.41
452,Khandyga,RU,2021-04-19 02:41:00,62.6667,135.6,27.73,94,100,6.93
453,Fare,PF,2021-04-19 02:41:00,-16.7,-151.0167,82.4,73,0,12.03
454,Kropotkin,RU,2021-04-19 02:41:01,45.4375,40.5756,50.0,96,100,5.55
455,Sinnamary,GF,2021-04-19 02:41:01,5.3833,-52.95,77.22,82,51,8.34
456,Nsanje,MW,2021-04-19 02:41:02,-16.92,35.262,64.53,94,79,2.15
457,Balykshi,KZ,2021-04-19 02:41:03,47.0667,51.8667,51.8,66,0,5.46
458,Simplicio Mendes,BR,2021-04-19 02:41:03,-7.8539,-41.9103,72.01,90,99,2.91
459,Skjervoy,NO,2021-04-19 02:41:04,70.0311,20.9714,40.1,60,54,12.93
460,Shitanjing,CN,2021-04-19 02:41:04,39.2342,106.3439,61.12,9,100,2.71
461,Calabozo,VE,2021-04-19 02:41:04,8.9242,-67.4293,84.49,44,100,8.57
462,Aurillac,FR,2021-04-19 02:41:05,44.9167,2.45,28.4,93,5,1.14
463,Qasigiannguit,GL,2021-04-19 02:41:05,68.8193,-51.1922,12.2,57,25,9.22
464,Santarem,BR,2021-04-19 02:41:06,-2.4431,-54.7083,75.2,100,20,4.61
465,Wamba,NG,2021-04-19 02:41:06,8.9333,8.6,77.27,66,100,0.98
466,Anahuac,MX,2021-04-19 02:41:07,27.2333,-100.15,63.54,39,0,9.89
467,Katobu,ID,2021-04-19 02:41:07,-4.9408,122.5276,86.2,60,91,4.65
468,Fort Nelson,CA,2021-04-19 02:41:07,58.8053,-122.7002,51.8,28,1,2.3
469,Nueve De Julio,AR,2021-04-19 02:41:08,-35.4444,-60.8831,66.99,93,1,4.0
470,Baruun-Urt,MN,2021-04-19 02:41:08,46.6806,113.2792,45.66,15,0,10.09
471,Tezu,IN,2021-04-19 02:41:09,27.9167,96.1667,69.8,76,99,3.36
472,Lufkin,US,2021-04-19 02:36:42,31.3382,-94.7291,53.6,76,1,4.32
473,Los Algarrobos,PA,2021-04-19 02:41:09,8.5,-82.4333,61.0,96,100,1.99
474,Javanrud,IR,2021-04-19 02:41:10,34.7961,46.5172,46.4,66,0,4.61
475,Para De Minas,BR,2021-04-19 02:41:10,-19.8603,-44.6083,68.0,77,0,2.3
476,Tuatapere,NZ,2021-04-19 02:41:11,-46.1333,167.6833,61.0,77,85,10.0
477,Bakchar,RU,2021-04-19 02:41:11,57.0186,82.0711,11.43,83,100,13.78
478,Nalut,LY,2021-04-19 02:41:12,30.3333,10.85,54.61,50,28,9.35
479,Kyra,RU,2021-04-19 02:41:12,49.5776,111.9753,44.91,25,6,9.51
480,Concepcion,CL,2021-04-19 02:41:12,-36.827,-73.0498,55.4,88,90,2.3
481,Belaya Gora,RU,2021-04-19 02:39:48,68.5333,146.4167,21.63,73,75,4.18
482,Narsaq,GL,2021-04-19 02:41:13,60.9167,-46.05,26.6,36,75,9.22
483,Stillwater,US,2021-04-19 02:41:14,36.1156,-97.0584,57.2,41,1,2.95
484,Grafton,US,2021-04-19 02:41:14,42.207,-71.6856,50.0,62,90,5.75
485,Batemans Bay,AU,2021-04-19 02:41:14,-35.7167,150.1833,66.99,72,6,1.99
486,Balezino,RU,2021-04-19 02:41:15,57.9796,53.0106,29.82,56,0,9.13
487,Mufulira,ZM,2021-04-19 02:41:15,-12.5498,28.2407,52.18,96,100,4.38
488,Avera,US,2021-04-19 02:41:16,33.194,-82.5271,62.6,67,1,5.23
489,Kitob,UZ,2021-04-19 02:41:16,39.0843,66.8332,59.0,51,17,6.91
490,Kasane,BW,2021-04-19 02:41:17,-17.8167,25.15,55.02,85,0,4.7
491,Angoche,MZ,2021-04-19 02:41:17,-16.2325,39.9086,74.59,69,94,9.37
492,Kaniama,CD,2021-04-19 02:41:17,-7.5667,24.1833,63.68,92,87,5.64
493,Srednekolymsk,RU,2021-04-19 02:41:18,67.45,153.6833,27.61,76,29,5.32
494,Oktyabrskiy,RU,2021-04-19 02:41:18,54.4815,53.471,37.51,55,97,15.19
495,Touros,BR,2021-04-19 02:41:19,-5.1989,-35.4608,75.2,94,40,4.61
496,Rocha,UY,2021-04-19 02:41:19,-34.4833,-54.3333,57.51,93,64,5.66
497,Arkhara,RU,2021-04-19 02:41:20,49.4212,130.0842,55.35,41,0,15.1
498,Imeni Zhelyabova,RU,2021-04-19 02:41:20,58.9544,36.5956,34.52,79,58,6.91
499,Motril,ES,2021-04-19 02:41:20,36.7507,-3.5179,57.0,95,56,4.12
500,Shimoda,JP,2021-04-19 02:41:21,34.6667,138.95,64.99,48,20,13.8
501,Shalakusha,RU,2021-04-19 02:41:21,62.2247,40.2539,30.88,72,5,3.58
502,Sapele,NG,2021-04-19 02:41:22,5.8941,5.6767,74.82,89,100,3.38
503,Manggar,ID,2021-04-19 02:41:22,-2.8833,108.2667,85.71,61,92,7.36
504,Nola,IT,2021-04-19 02:41:23,40.922,14.5329,48.99,77,100,3.83
505,Aksarka,RU,2021-04-19 02:41:23,66.5606,67.7975,5.77,83,63,6.76
506,Khorramabad,IR,2021-04-19 02:41:24,33.4878,48.3558,62.98,40,16,0.89
507,Bilibino,RU,2021-04-19 02:41:24,68.0546,166.4372,28.29,82,100,20.56
508,Zalantun,CN,2021-04-19 02:41:25,48.0,122.7167,49.17,27,0,23.58
509,Stein,DE,2021-04-19 02:41:25,49.4167,11.0167,43.0,100,75,3.44
510,Slupsk,PL,2021-04-19 02:38:19,54.4641,17.0287,39.81,89,14,3.42
511,Kalmunai,LK,2021-04-19 02:41:26,7.4167,81.8167,83.41,71,95,5.95
512,Peoria,US,2021-04-19 02:41:24,40.7667,-89.7668,55.4,47,1,3.44
513,Salou,ES,2021-04-19 02:41:26,41.0766,1.1416,48.2,81,0,9.22
514,Chateaubelair,VC,2021-04-19 02:41:27,13.2833,-61.25,80.6,69,20,18.41
515,Saint Paul,US,2021-04-19 02:38:00,44.9444,-93.0933,45.0,70,90,17.27
516,Ortigueira,BR,2021-04-19 02:41:27,-24.2083,-50.9494,57.52,95,0,2.57
517,Goma,CD,2021-04-19 02:37:10,-1.6792,29.2228,61.38,89,69,3.69
518,Mairwa,IN,2021-04-19 02:41:28,26.2333,84.15,94.62,14,0,15.66
519,Boa Vista,BR,2021-04-19 02:41:28,2.8197,-60.6733,80.6,61,0,8.05
520,Varna,BG,2021-04-19 02:41:29,43.2167,27.9167,41.0,93,75,4.29
521,Paamiut,GL,2021-04-19 02:36:56,61.994,-49.6678,26.62,94,100,15.61
522,Idaho Falls,US,2021-04-19 02:36:49,43.4666,-112.0341,59.0,21,1,16.11
523,Caravelas,BR,2021-04-19 02:41:30,-17.7125,-39.2481,73.53,93,57,6.44
524,Plettenberg Bay,ZA,2021-04-19 02:41:30,-34.0527,23.3716,64.62,82,57,10.8
525,Norden,DE,2021-04-19 02:40:14,53.6,7.2,44.01,93,73,3.0
526,Uchiza,PE,2021-04-19 02:41:31,-8.4592,-76.4633,71.17,97,100,1.66
527,Kragero,NO,2021-04-19 02:41:31,58.8693,9.4149,42.01,71,7,5.01
528,Puerto Quijarro,BO,2021-04-19 02:41:32,-17.7833,-57.7667,79.88,61,60,1.07
529,Maceio,BR,2021-04-19 02:41:32,-9.6658,-35.7353,73.4,94,75,3.44
530,Puro,PH,2021-04-19 02:41:33,12.4841,123.3827,76.71,91,100,18.1
531,Yumaguzino,RU,2021-04-19 02:41:33,52.9041,56.3933,33.15,53,99,18.43
532,Ketchikan,US,2021-04-19 02:37:25,55.3422,-131.6461,60.78,58,2,4.03
533,Mikhaylovskaya,RU,2021-04-19 02:41:34,44.9947,40.5964,53.1,97,100,5.99
534,Rioja,AR,2021-04-19 02:41:34,-29.4111,-66.8507,74.75,72,83,2.1
535,Baglan,AF,2021-04-19 02:41:35,36.1307,68.7083,66.07,36,0,1.28
536,Barra Dos Coqueiros,BR,2021-04-19 02:41:36,-10.9089,-37.0386,78.8,83,20,2.3
537,Vacha,RU,2021-04-19 02:41:36,55.8008,42.7706,36.39,75,100,12.41
538,Baikunthpur,IN,2021-04-19 02:41:37,23.25,82.55,89.64,13,0,2.53
539,Pavlodar,KZ,2021-04-19 02:36:57,52.3,76.95,23.0,63,75,15.66
540,Santiago Del Estero,AR,2021-04-19 02:41:23,-27.7951,-64.2615,76.57,56,100,6.04
541,Krasnoselkup,RU,2021-04-19 02:41:38,65.7,82.4667,1.09,87,6,20.62
542,Chupa,RU,2021-04-19 02:41:38,66.27,33.0549,33.4,88,36,6.02
543,Arlit,NE,2021-04-19 02:41:39,18.7369,7.3853,82.87,6,94,5.53
544,Port Angeles,US,2021-04-19 02:41:39,48.1181,-123.4307,62.6,47,1,19.57
545,Sao Gabriel Da Cachoeira,BR,2021-04-19 02:41:39,-0.1303,-67.0892,71.04,98,100,1.79
546,Vilcun,CL,2021-04-19 02:41:40,-38.65,-72.2333,60.8,82,0,4.61
547,Sao Filipe,CV,2021-04-19 02:41:40,14.8961,-24.4956,73.22,71,39,6.55
548,Calamar,CO,2021-04-19 02:41:41,10.2511,-74.9146,82.4,78,40,5.32
